       Step     Time          Energy          fmax
MDMin:   10 10:03:28      801.008293       67.255693
MDMin:   11 10:03:28      709.621503       61.316112
MDMin:   12 10:03:28      653.285168       48.465917
MDMin:   13 10:03:28      550.164054       33.884446
MDMin:   14 10:03:28      458.431507       24.369095
MDMin:   15 10:03:28      374.138211       18.836146
MDMin:   16 10:03:28      307.005388       13.596945
MDMin:   17 10:03:28      250.159103       10.700118
MDMin:   18 10:03:28      206.681928        8.595517
MDMin:   19 10:03:28      172.649022        6.895150
MDMin:   20 10:03:28      145.574887        5.588752
MDMin:   21 10:03:28      123.548283        4.579045
MDMin:   22 10:03:28      105.432478        3.805076
MDMin:   23 10:03:28       90.471879        3.172123
MDMin:   24 10:03:28       77.937793        2.809624
MDMin:   25 10:03:28       67.913631        2.698596
MDMin:   26 10:03:28       60.287413        2.631492
MDMin:   27 10:03:28       54.339889        2.589909
MDMin:   28 10:03:28       49.594593        2.562640
MDMin:   29 10:03:28       45.729148        2.542960
MDMin:   30 10:03:28       42.520631        2.526950
MDMin:   31 10:03:28       39.811635        2.512439
MDMin:   32 10:03:28       37.488906        2.498318
MDMin:   33 10:03:28       35.469641        2.484093
MDMin:   34 10:03:28       33.692460        2.469583
MDMin:   35 10:03:28       32.111307        2.454740
MDMin:   36 10:03:28       30.691208        2.439543
MDMin:   37 10:03:28       29.405272        2.423958
MDMin:   38 10:03:28       28.232535        2.407916
MDMin:   39 10:03:28       27.156418        2.391328
MDMin:   40 10:03:28       26.163601        2.374095
MDMin:   41 10:03:28       25.243219        2.312425
MDMin:   42 10:03:28       24.325455        2.297598
MDMin:   43 10:03:28       23.474815        2.281749
MDMin:   44 10:03:28       22.682903        2.264848
MDMin:   45 10:03:28       21.942571        2.246892
MDMin:   46 10:03:28       21.247591        2.227910
MDMin:   47 10:03:28       20.592450        2.207963
MDMin:   48 10:03:28       19.972252        2.187145
MDMin:   49 10:03:28       19.382699        2.165584
MDMin:   50 10:03:28       18.820091        2.143434
MDMin:   51 10:03:28       18.281318        2.120877
MDMin:   52 10:03:28       17.763819        2.098105
MDMin:   53 10:03:28       17.265500        2.075315
MDMin:   54 10:03:28       16.784645        2.052699
MDMin:   55 10:03:28       16.319832        1.990796
MDMin:   56 10:03:28       15.846163        1.970212
MDMin:   57 10:03:28       15.390977        1.950238
MDMin:   58 10:03:28       14.952229        1.931018
MDMin:   59 10:03:28       14.528421        1.912671
MDMin:   60 10:03:28       14.118387        1.895290
MDMin:   61 10:03:28       13.721190        1.878949
MDMin:   62 10:03:28       13.336055        1.863700
MDMin:   63 10:03:28       12.962334        1.849578
MDMin:   64 10:03:28       12.599469        1.836593
MDMin:   65 10:03:29       12.246980        1.824739
MDMin:   66 10:03:29       11.904441        1.813986
MDMin:   67 10:03:29       11.571469        1.804286
MDMin:   68 10:03:29       11.247717        1.795566
MDMin:   69 10:03:29       10.932863        1.787733
MDMin:   70 10:03:29       10.626607        1.780671
MDMin:   71 10:03:29       10.328668        1.774245
MDMin:   72 10:03:29       10.085047        1.765338
MDMin:   73 10:03:29        9.930908        1.751826
MDMin:   74 10:03:29        9.777713        1.738908
MDMin:   75 10:03:29        9.625384        1.726524
MDMin:   76 10:03:29        9.473839        1.714616
MDMin:   77 10:03:29        9.322988        1.703130
MDMin:   78 10:03:29        9.172727        1.692016
MDMin:   79 10:03:29        9.022937        1.657265
MDMin:   80 10:03:29        8.796856        1.634897
MDMin:   81 10:03:29        8.595616        1.614444
MDMin:   82 10:03:29        8.408116        1.595316
MDMin:   83 10:03:29        8.229472        1.567849
MDMin:   84 10:03:29        8.093621        1.546492
MDMin:   85 10:03:29        7.917866        1.529130
MDMin:   86 10:03:29        7.748048        1.504435
MDMin:   87 10:03:29        7.612489        1.484223
MDMin:   88 10:03:29        7.444771        1.468319
MDMin:   89 10:03:29        7.281716        1.445385
MDMin:   90 10:03:29        7.146617        1.426932
MDMin:   91 10:03:29        6.985751        1.412308
MDMin:   92 10:03:29        6.851613        1.387618
MDMin:   93 10:03:29        6.693472        1.373534
MDMin:   94 10:03:29        6.539685        1.359702
MDMin:   95 10:03:29        6.407309        1.337146
MDMin:   96 10:03:29        6.257048        1.324348
MDMin:   97 10:03:29        6.111109        1.310895
MDMin:   98 10:03:29        5.982152        1.291093
MDMin:   99 10:03:29        5.840781        1.279524
MDMin:  100 10:03:29        5.703824        1.265775
       Step     Time          Energy          fmax
MDMin:    0 10:19:49       33.028697       29.580799
MDMin:    1 10:19:49       24.754356       15.659124
MDMin:    2 10:19:49       19.594327        9.574691
MDMin:    3 10:19:49       16.021159        6.556720
MDMin:    4 10:19:49       13.399313        4.933031
MDMin:    5 10:19:49       11.386121        3.951474
MDMin:    6 10:19:49        9.797939        3.281903
MDMin:    7 10:19:49        8.539756        2.813595
MDMin:    8 10:19:49        7.536616        2.479036
MDMin:    9 10:19:49        6.726789        2.231351
MDMin:   10 10:19:49        6.062874        2.041545
MDMin:   11 10:19:49        5.508956        1.891410
MDMin:   12 10:19:49        5.037939        1.768974
MDMin:   13 10:19:49        4.629700        1.666170
MDMin:   14 10:19:49        4.269722        1.577509
MDMin:   15 10:19:49        3.947864        1.513652
MDMin:   16 10:19:49        3.659887        1.476105
MDMin:   17 10:19:49        3.403569        1.434206
MDMin:   18 10:19:49        3.172557        1.388968
MDMin:   19 10:19:49        2.962379        1.341493
MDMin:   20 10:19:49        2.769662        1.292854
MDMin:   21 10:19:49        2.591729        1.244013
MDMin:   22 10:19:49        2.426429        1.195780
MDMin:   23 10:19:49        2.272110        1.148800
MDMin:   24 10:19:49        2.127638        1.103552
MDMin:   25 10:19:49        1.992408        1.065270
MDMin:   26 10:19:49        1.866852        1.036731
MDMin:   27 10:19:49        1.751876        1.007194
MDMin:   28 10:19:49        1.647153        0.976784
       Step     Time          Energy          fmax
MDMin:    0 10:20:55      165.754148       45.916322
MDMin:    1 10:20:55      123.535260       25.942307
MDMin:    2 10:20:55       89.766221       16.225547
MDMin:    3 10:20:55       64.703000       10.683102
MDMin:    4 10:20:55       47.284335        7.254847
MDMin:    5 10:20:55       35.777416        5.381556
MDMin:    6 10:20:55       29.029119        4.382352
MDMin:    7 10:20:55       24.840619        3.764176
MDMin:    8 10:20:55       21.850714        3.352706
MDMin:    9 10:20:55       19.585786        3.057238
MDMin:   10 10:20:55       17.818827        2.832123
MDMin:   11 10:20:55       16.407834        2.652567
MDMin:   12 10:20:55       15.254228        2.503720
MDMin:   13 10:20:55       14.286419        2.375989
MDMin:   14 10:20:55       13.451365        2.262888
MDMin:   15 10:20:55       12.709840        2.159974
MDMin:   16 10:20:56       12.033579        2.064270
MDMin:   17 10:20:56       11.403144        1.973872
MDMin:   18 10:20:56       10.805974        1.887653
MDMin:   19 10:20:56       10.234678        1.805029
MDMin:   20 10:20:56        9.685681        1.725791
MDMin:   21 10:20:56        9.158107        1.649965
MDMin:   22 10:20:56        8.652723        1.577677
MDMin:   23 10:20:56        8.170889        1.509048
MDMin:   24 10:20:56        7.713649        1.444099
MDMin:   25 10:20:56        7.281168        1.382726
MDMin:   26 10:20:56        6.872623        1.324714
MDMin:   27 10:20:56        6.486483        1.269789
MDMin:   28 10:20:56        6.120912        1.217665
MDMin:   29 10:20:56        5.774083        1.168081
MDMin:   30 10:20:56        5.444306        1.120810
MDMin:   31 10:20:56        5.130039        1.075659
MDMin:   32 10:20:56        4.829893        1.032474
MDMin:   33 10:20:56        4.542666        0.991140
       Step     Time          Energy          fmax
MDMin:    0 10:26:59      363.925263      108.104121
MDMin:    1 10:26:59      297.646782       61.516316
MDMin:    2 10:26:59      242.433200       46.905511
MDMin:    3 10:26:59      201.415361       36.853110
MDMin:    4 10:26:59      169.006075       29.279286
MDMin:    5 10:26:59      142.912234        9.594622
MDMin:    6 10:26:59      135.488978        6.232464
MDMin:    7 10:26:59      126.840826       11.264184
MDMin:    8 10:26:59      115.228915       12.441961
MDMin:    9 10:26:59      101.873158       13.370406
MDMin:   10 10:26:59       96.222456       14.248793
MDMin:   11 10:26:59       83.393586       11.626836
MDMin:   12 10:26:59       72.836664        9.882529
MDMin:   13 10:26:59       63.651385        8.123203
MDMin:   14 10:26:59       55.456508        6.517007
MDMin:   15 10:26:59       48.160634        5.268855
MDMin:   16 10:26:59       41.854219        4.387609
MDMin:   17 10:26:59       36.604806        3.682997
MDMin:   18 10:26:59       32.241347        3.087978
MDMin:   19 10:26:59       28.571923        2.804375
MDMin:   20 10:26:59       25.672364        2.707406
MDMin:   21 10:26:59       23.428537        2.611132
MDMin:   22 10:26:59       21.611153        2.516449
MDMin:   23 10:26:59       20.087354        2.423825
MDMin:   24 10:26:59       18.775058        2.333619
MDMin:   25 10:26:59       17.621163        2.246106
MDMin:   26 10:26:59       16.590168        2.161487
MDMin:   27 10:26:59       15.657774        2.079905
MDMin:   28 10:26:59       14.807005        2.001450
MDMin:   29 10:26:59       14.025687        1.936810
MDMin:   30 10:26:59       13.308629        1.897712
MDMin:   31 10:26:59       12.655605        1.854706
MDMin:   32 10:26:59       12.056282        1.809226
MDMin:   33 10:26:59       11.502696        1.762383
MDMin:   34 10:26:59       10.988515        1.714950
MDMin:   35 10:26:59       10.508584        1.667412
MDMin:   36 10:26:59       10.058642        1.620045
MDMin:   37 10:26:59        9.635134        1.572997
MDMin:   38 10:26:59        9.235058        1.526346
MDMin:   39 10:26:59        8.855830        1.480144
MDMin:   40 10:26:59        8.495149        1.434437
MDMin:   41 10:26:59        8.150893        1.389285
MDMin:   42 10:26:59        7.821055        1.344767
MDMin:   43 10:26:59        7.503734        1.300987
MDMin:   44 10:26:59        7.197176        1.258076
MDMin:   45 10:26:59        6.899836        1.216191
MDMin:   46 10:26:59        6.610451        1.175517
MDMin:   47 10:26:59        6.328076        1.136256
MDMin:   48 10:26:59        6.052089        1.098621
MDMin:   49 10:26:59        5.782159        1.062823
MDMin:   50 10:26:59        5.518185        1.029062
MDMin:   51 10:26:59        5.260212        0.997523
       Step     Time          Energy          fmax
MDMin:    0 10:31:14      106.427709       39.450082
MDMin:    1 10:31:14       80.897946       22.397306
MDMin:    2 10:31:14       59.887923       14.073806
MDMin:    3 10:31:14       44.540880        9.075587
MDMin:    4 10:31:14       33.549328        6.251725
MDMin:    5 10:31:14       25.650431        4.577532
MDMin:    6 10:31:14       20.665730        3.453294
MDMin:    7 10:31:14       17.221522        3.026882
MDMin:    8 10:31:14       14.895340        2.740400
MDMin:    9 10:31:14       13.205067        2.536354
MDMin:   10 10:31:14       11.928662        2.382432
MDMin:   11 10:31:14       10.937630        2.260188
MDMin:   12 10:31:14       10.148738        2.158705
MDMin:   13 10:31:14        9.504215        2.071155
MDMin:   14 10:31:14        8.962990        1.993154
MDMin:   15 10:31:14        8.496123        1.921906
MDMin:   16 10:31:14        8.083481        1.855621
MDMin:   17 10:31:14        7.710935        1.793107
MDMin:   18 10:31:14        7.368277        1.733509
MDMin:   19 10:31:14        7.047931        1.676185
MDMin:   20 10:31:14        6.744240        1.620655
MDMin:   21 10:31:14        6.453063        1.566581
MDMin:   22 10:31:14        6.171504        1.513749
MDMin:   23 10:31:14        5.897664        1.462054
MDMin:   24 10:31:14        5.630402        1.411467
MDMin:   25 10:31:14        5.369115        1.362011
MDMin:   26 10:31:14        5.113561        1.313738
MDMin:   27 10:31:14        4.863750        1.266703
MDMin:   28 10:31:14        4.619880        1.220955
MDMin:   29 10:31:14        4.382284        1.176526
MDMin:   30 10:31:14        4.151389        1.133423
MDMin:   31 10:31:14        3.927644        1.091627
MDMin:   32 10:31:14        3.711444        1.051090
MDMin:   33 10:31:14        3.503059        1.011739
MDMin:   34 10:31:14        3.302576        0.973479
       Step     Time          Energy          fmax
MDMin:    0 10:40:12       11.606127       11.583381
MDMin:    1 10:40:12        8.806644        6.766169
MDMin:    2 10:40:12        6.651616        4.814243
MDMin:    3 10:40:12        5.139481        3.600408
MDMin:    4 10:40:12        4.026704        2.422848
MDMin:    5 10:40:12        3.359855        1.756651
MDMin:    6 10:40:12        2.783473        1.679952
MDMin:    7 10:40:12        2.354689        1.609841
MDMin:    8 10:40:12        2.026561        1.557045
MDMin:    9 10:40:12        1.769240        1.516153
MDMin:   10 10:40:12        1.562495        1.482378
MDMin:   11 10:40:12        1.392772        1.452549
MDMin:   12 10:40:12        1.250882        1.424764
MDMin:   13 10:40:12        1.130437        1.397944
MDMin:   14 10:40:12        1.026879        1.371505
MDMin:   15 10:40:12        0.936870        1.345150
MDMin:   16 10:40:12        0.857906        1.318751
MDMin:   17 10:40:12        0.788075        1.292269
MDMin:   18 10:40:12        0.725885        1.265717
MDMin:   19 10:40:12        0.670158        1.239135
MDMin:   20 10:40:12        0.619948        1.212575
MDMin:   21 10:40:12        0.574489        1.186093
MDMin:   22 10:40:12        0.533149        1.159746
MDMin:   23 10:40:12        0.495407        1.133589
MDMin:   24 10:40:12        0.460826        1.107673
MDMin:   25 10:40:12        0.429037        1.082048
MDMin:   26 10:40:12        0.399730        1.056757
MDMin:   27 10:40:12        0.372636        1.031841
MDMin:   28 10:40:12        0.347528        1.007339
MDMin:   29 10:40:12        0.324209        0.983284
       Step     Time          Energy          fmax
MDMin:    0 10:44:20       27.118746       17.298302
MDMin:    1 10:44:20       19.034084        9.808685
MDMin:    2 10:44:20       13.381821        5.883395
MDMin:    3 10:44:20        9.460107        3.877279
MDMin:    4 10:44:20        6.975442        2.690013
MDMin:    5 10:44:20        5.322905        1.906974
MDMin:    6 10:44:20        4.165327        1.679711
MDMin:    7 10:44:20        3.479156        1.616027
MDMin:    8 10:44:20        3.042904        1.560038
MDMin:    9 10:44:20        2.731737        1.508182
MDMin:   10 10:44:20        2.489810        1.456369
MDMin:   11 10:44:20        2.286135        1.402349
MDMin:   12 10:44:20        2.103447        1.345871
MDMin:   13 10:44:20        1.933264        1.288011
MDMin:   14 10:44:20        1.772336        1.230310
MDMin:   15 10:44:20        1.620091        1.174156
MDMin:   16 10:44:20        1.477051        1.120543
MDMin:   17 10:44:20        1.343960        1.070033
MDMin:   18 10:44:20        1.221348        1.022830
MDMin:   19 10:44:20        1.109359        0.978872
       Step     Time          Energy          fmax
MDMin:    0 10:47:18        3.902798        1.747065
MDMin:    1 10:47:18        3.740386        1.709938
MDMin:    2 10:47:18        3.318271        1.612465
MDMin:    3 10:47:18        2.801864        1.490851
MDMin:    4 10:47:19        2.383431        1.389005
MDMin:    5 10:47:19        2.126372        1.309383
MDMin:    6 10:47:19        1.985825        1.247564
MDMin:    7 10:47:19        1.935176        1.209972
MDMin:    8 10:47:19        1.951894        1.170206
MDMin:    9 10:47:19        2.013146        1.139139
MDMin:   10 10:47:19        2.097431        1.121637
MDMin:   11 10:47:19        2.186848        1.102697
MDMin:   12 10:47:19        2.271714        1.082038
MDMin:   13 10:47:19        2.348416        1.059871
MDMin:   14 10:47:19        2.416546        1.036603
MDMin:   15 10:47:19        2.476206        1.012551
MDMin:   16 10:47:19        2.526240        0.987761
       Step     Time          Energy          fmax
MDMin:    0 10:55:20        4.606599        2.153325
MDMin:    1 10:55:20        4.547223        2.125102
MDMin:    2 10:55:20        4.409731        2.057476
MDMin:    3 10:55:20        4.287012        1.980267
MDMin:    4 10:55:20        4.236092        1.918039
MDMin:    5 10:55:20        4.221004        1.861736
MDMin:    6 10:55:20        4.219541        1.808911
MDMin:    7 10:55:20        4.218134        1.758476
MDMin:    8 10:55:20        4.209780        1.709471
MDMin:    9 10:55:20        4.192765        1.661154
MDMin:   10 10:55:20        4.169613        1.613254
MDMin:   11 10:55:20        4.145460        1.565906
MDMin:   12 10:55:20        4.125632        1.519365
MDMin:   13 10:55:20        4.113433        1.473829
MDMin:   14 10:55:20        4.109211        1.429412
MDMin:   15 10:55:20        4.110682        1.386178
MDMin:   16 10:55:20        4.113798        1.344128
MDMin:   17 10:55:20        4.113581        1.303187
MDMin:   18 10:55:20        4.104761        1.263196
MDMin:   19 10:55:20        4.082307        1.223933
MDMin:   20 10:55:20        4.041973        1.185153
MDMin:   21 10:55:20        3.980877        1.146631
MDMin:   22 10:55:20        3.898004        1.108204
MDMin:   23 10:55:20        3.794409        1.069780
MDMin:   24 10:55:20        3.673024        1.031334
MDMin:   25 10:55:20        3.538072        0.992888
       Step     Time          Energy          fmax
MDMin:    0 11:09:19     2285.001745      265.146111
MDMin:    1 11:09:19     1875.183068      204.021487
MDMin:    2 11:09:19     1563.348642      164.333127
MDMin:    3 11:09:19     1320.439197      130.854983
MDMin:    4 11:09:19     1121.098424      102.053163
MDMin:    5 11:09:19      952.359078       58.435151
MDMin:    6 11:09:19      900.528885       25.644365
MDMin:    7 11:09:19      863.704933       46.044941
MDMin:    8 11:09:19      813.818410       61.655964
MDMin:    9 11:09:19      767.789170       67.754897
MDMin:   10 11:09:19      754.308237       66.458600
MDMin:   11 11:09:19      683.236226       59.954471
MDMin:   12 11:09:19      644.302472       51.309746
MDMin:   13 11:09:19      583.371219       41.846376
MDMin:   14 11:09:19      522.403221       33.068797
MDMin:   15 11:09:19      457.742108       27.301010
MDMin:   16 11:09:19      397.368435       23.496626
MDMin:   17 11:09:19      346.839244       20.628744
MDMin:   18 11:09:19      303.730629       18.152032
MDMin:   19 11:09:19      266.930768       15.928625
MDMin:   20 11:09:19      235.545187       13.798946
MDMin:   21 11:09:19      208.562180       12.087680
MDMin:   22 11:09:19      185.303815       10.663820
MDMin:   23 11:09:19      165.220498        9.286788
MDMin:   24 11:09:19      147.655877        8.056089
MDMin:   25 11:09:19      132.154081        7.168464
MDMin:   26 11:09:19      118.581835        6.407451
MDMin:   27 11:09:19      106.670117        5.597492
MDMin:   28 11:09:19       95.946238        5.050390
MDMin:   29 11:09:19       86.517953        4.533253
MDMin:   30 11:09:19       78.126922        4.140893
MDMin:   31 11:09:19       70.747954        3.806447
MDMin:   32 11:09:19       64.252413        3.551331
MDMin:   33 11:09:19       58.573902        3.415754
MDMin:   34 11:09:19       53.707893        3.308397
MDMin:   35 11:09:19       49.511972        3.223669
MDMin:   36 11:09:19       45.871099        3.156894
MDMin:   37 11:09:19       42.691924        3.104195
MDMin:   38 11:09:19       39.898470        3.062389
MDMin:   39 11:09:19       37.428752        3.028881
MDMin:   40 11:09:19       35.232068        3.001571
MDMin:   41 11:09:19       33.266819        2.978769
MDMin:   42 11:09:19       31.498755        2.959123
MDMin:   43 11:09:19       29.899560        2.941559
MDMin:   44 11:09:19       28.445724        2.925239
MDMin:   45 11:09:19       27.117642        2.909519
MDMin:   46 11:09:19       25.898888        2.893921
MDMin:   47 11:09:19       24.775631        2.878109
MDMin:   48 11:09:20       23.736169        2.861860
MDMin:   49 11:09:20       22.770539        2.845048
MDMin:   50 11:09:20       21.870206        2.827618
MDMin:   51 11:09:20       21.027811        2.809568
MDMin:   52 11:09:20       20.236966        2.722816
MDMin:   53 11:09:20       19.451331        2.708529
MDMin:   54 11:09:20       18.715038        2.693638
MDMin:   55 11:09:20       18.022112        2.678057
MDMin:   56 11:09:20       17.367556        2.661747
MDMin:   57 11:09:20       16.747159        2.644674
MDMin:   58 11:09:20       16.157352        2.626782
MDMin:   59 11:09:20       15.595111        2.607982
MDMin:   60 11:09:20       15.057863        2.588145
MDMin:   61 11:09:20       14.543415        2.567101
MDMin:   62 11:09:20       14.049881        2.544653
MDMin:   63 11:09:20       13.654478        2.524648
MDMin:   64 11:09:20       13.362812        2.509587
MDMin:   65 11:09:20       13.080815        2.495134
MDMin:   66 11:09:20       12.808224        2.481112
MDMin:   67 11:09:20       12.544736        2.467418
MDMin:   68 11:09:20       12.290026        2.453998
MDMin:   69 11:09:20       12.043764        2.440830
MDMin:   70 11:09:20       11.805623        2.427905
MDMin:   71 11:09:20       11.575286        2.415219
MDMin:   72 11:09:20       11.352447        2.334846
MDMin:   73 11:09:20       11.086636        2.356250
MDMin:   74 11:09:20       10.877357        2.263959
MDMin:   75 11:09:20       10.624760        2.242241
MDMin:   76 11:09:20       10.381831        2.252237
MDMin:   77 11:09:20       10.190103        2.172529
MDMin:   78 11:09:20        9.957804        2.151443
MDMin:   79 11:09:20        9.733785        2.152343
MDMin:   80 11:09:20        9.557218        2.084160
MDMin:   81 11:09:20        9.341956        2.097887
MDMin:   82 11:09:20        9.174824        2.018516
MDMin:   83 11:09:20        8.967470        1.998037
MDMin:   84 11:09:20        8.766884        2.005774
MDMin:   85 11:09:20        8.612342        1.934976
MDMin:   86 11:09:20        8.418346        1.914963
MDMin:   87 11:09:20        8.230377        1.919403
MDMin:   88 11:09:20        8.087237        1.854722
MDMin:   89 11:09:20        7.904803        1.872657
MDMin:   90 11:09:20        7.769097        1.796446
MDMin:   91 11:09:20        7.591719        1.777237
MDMin:   92 11:09:20        7.419611        1.795834
MDMin:   93 11:09:20        7.294006        1.721955
MDMin:   94 11:09:20        7.126121        1.703317
MDMin:   95 11:09:20        6.963089        1.725132
MDMin:   96 11:09:20        6.846823        1.651139
MDMin:   97 11:09:20        6.687267        1.633155
MDMin:   98 11:09:20        6.532226        1.660515
MDMin:   99 11:09:20        6.424551        1.584202
MDMin:  100 11:09:20        6.272283        1.566983
       Step     Time          Energy          fmax
MDMin:    0 11:22:29        4.058697        1.893319
MDMin:    1 11:22:29        3.952531        1.841430
MDMin:    2 11:22:29        3.677220        1.716162
MDMin:    3 11:22:29        3.334774        1.700825
MDMin:    4 11:22:29        3.060708        1.676634
MDMin:    5 11:22:29        2.859971        1.648248
MDMin:    6 11:22:29        2.704488        1.617343
MDMin:    7 11:22:29        2.579958        1.584901
MDMin:    8 11:22:29        2.477951        1.551515
MDMin:    9 11:22:29        2.392802        1.517553
MDMin:   10 11:22:29        2.320332        1.483254
MDMin:   11 11:22:29        2.257339        1.448786
MDMin:   12 11:22:29        2.201392        1.414280
MDMin:   13 11:22:29        2.150690        1.379846
MDMin:   14 11:22:29        2.103927        1.345576
MDMin:   15 11:22:29        2.060160        1.311543
MDMin:   16 11:22:29        2.018695        1.277797
MDMin:   17 11:22:29        1.979018        1.244375
MDMin:   18 11:22:29        1.940729        1.211293
MDMin:   19 11:22:29        1.903502        1.178557
MDMin:   20 11:22:29        1.867058        1.146161
MDMin:   21 11:22:29        1.831156        1.114094
MDMin:   22 11:22:29        1.795605        1.082340
MDMin:   23 11:22:29        1.760287        1.050883
MDMin:   24 11:22:29        1.725186        1.019714
MDMin:   25 11:22:29        1.690400        0.988829
       Step     Time          Energy          fmax
MDMin:    0 11:32:08      131.909590       54.700089
MDMin:    1 11:32:08       66.664159       14.475439
MDMin:    2 11:32:08       40.524594        9.570474
MDMin:    3 11:32:08       30.920765        6.449995
MDMin:    4 11:32:08       24.190801        4.387642
MDMin:    5 11:32:08       19.546112        3.385228
MDMin:    6 11:32:08       16.639153        2.701267
MDMin:    7 11:32:08       14.683068        2.175964
MDMin:    8 11:32:08       13.195850        1.898563
MDMin:    9 11:32:08       12.037560        1.751966
MDMin:   10 11:32:08       11.110651        1.673367
MDMin:   11 11:32:08       10.348779        1.654085
MDMin:   12 11:32:08        9.717885        1.636587
MDMin:   13 11:32:08        9.183194        1.607054
MDMin:   14 11:32:08        8.723029        1.565183
MDMin:   15 11:32:08        8.324248        1.512098
MDMin:   16 11:32:08        7.977072        1.450184
MDMin:   17 11:32:08        7.672666        1.382806
MDMin:   18 11:32:08        7.402145        1.313838
MDMin:   19 11:32:08        7.156443        1.246928
MDMin:   20 11:32:08        6.926557        1.199499
MDMin:   21 11:32:08        6.706387        1.175162
MDMin:   22 11:32:08        6.490561        1.150303
MDMin:   23 11:32:08        6.270732        1.124482
MDMin:   24 11:32:08        6.041528        1.100065
MDMin:   25 11:32:08        5.802436        1.088864
MDMin:   26 11:32:09        5.559883        1.074276
MDMin:   27 11:32:09        5.318840        1.054535
MDMin:   28 11:32:09        5.083968        1.029636
MDMin:   29 11:32:09        4.859014        1.000331
MDMin:   30 11:32:09        4.646580        0.967564
       Step     Time          Energy          fmax
MDMin:    0 11:48:41       46.783828       19.422166
MDMin:    1 11:48:41       33.924447       10.074019
MDMin:    2 11:48:41       24.633831        7.688019
MDMin:    3 11:48:41       19.321373        4.859291
MDMin:    4 11:48:41       15.596049        3.054093
MDMin:    5 11:48:41       13.028284        2.360007
MDMin:    6 11:48:41       11.432752        2.188416
MDMin:    7 11:48:41       10.367999        2.002478
MDMin:    8 11:48:41        9.529335        1.896725
MDMin:    9 11:48:41        8.849651        1.865654
MDMin:   10 11:48:41        8.294422        1.824104
MDMin:   11 11:48:41        7.820930        1.772113
MDMin:   12 11:48:41        7.404534        1.712448
MDMin:   13 11:48:41        7.029395        1.648575
MDMin:   14 11:48:41        6.684223        1.583519
MDMin:   15 11:48:41        6.361064        1.519523
MDMin:   16 11:48:41        6.055293        1.462740
MDMin:   17 11:48:41        5.766539        1.427434
MDMin:   18 11:48:41        5.499389        1.390242
MDMin:   19 11:48:41        5.254352        1.352424
MDMin:   20 11:48:41        5.031604        1.314880
MDMin:   21 11:48:41        4.830159        1.278148
MDMin:   22 11:48:41        4.648262        1.242492
MDMin:   23 11:48:41        4.484230        1.208026
MDMin:   24 11:48:41        4.336822        1.174790
MDMin:   25 11:48:41        4.205030        1.142790
MDMin:   26 11:48:41        4.087721        1.111997
MDMin:   27 11:48:41        3.983452        1.082344
MDMin:   28 11:48:41        3.890444        1.053727
MDMin:   29 11:48:41        3.806726        1.026008
MDMin:   30 11:48:41        3.730372        0.999039
       Step     Time          Energy          fmax
MDMin:    0 11:58:31    29763.624029   583278.057153
MDMin:    1 11:58:31     1431.531048      142.342997
MDMin:    2 11:58:31     1431.071673     8121.405913
MDMin:    3 11:58:31      329.666346     1923.666786
MDMin:    4 11:58:31      209.464086      282.779689
MDMin:    5 11:58:31      156.759551       52.388902
MDMin:    6 11:58:31      124.629033       28.615786
MDMin:    7 11:58:31      100.565505       17.712985
MDMin:    8 11:58:31       81.948252       11.701157
MDMin:    9 11:58:31       67.736803        8.140838
MDMin:   10 11:58:31       56.762884        5.975857
MDMin:   11 11:58:31       48.124243        4.633054
MDMin:   12 11:58:31       41.185193        3.787243
MDMin:   13 11:58:31       35.525040        3.254514
MDMin:   14 11:58:31       30.849561        2.922089
MDMin:   15 11:58:31       26.928647        2.708306
MDMin:   16 11:58:31       23.570498        2.729876
MDMin:   17 11:58:31       20.777696        2.276826
MDMin:   18 11:58:31       18.343989        2.291877
MDMin:   19 11:58:31       16.776923        2.293645
MDMin:   20 11:58:31       15.481483        2.316850
MDMin:   21 11:58:31       14.400550        2.345027
MDMin:   22 11:58:31       13.485288        2.373337
MDMin:   23 11:58:31       12.698862        2.400359
MDMin:   24 11:58:31       12.014000        2.424655
MDMin:   25 11:58:31       11.410114        2.446562
MDMin:   26 11:58:31       10.871798        2.466564
MDMin:   27 11:58:31       10.387359        2.484574
MDMin:   28 11:58:31        9.947706        2.500549
MDMin:   29 11:58:31        9.545683        2.514508
MDMin:   30 11:58:31        9.175603        2.526536
MDMin:   31 11:58:31        8.832900        2.535939
MDMin:   32 11:58:31        8.513779        2.543295
MDMin:   33 11:58:31        8.215196        2.549376
MDMin:   34 11:58:31        7.934708        2.554492
MDMin:   35 11:58:31        7.670303        2.558985
MDMin:   36 11:58:31        7.420307        2.563201
MDMin:   37 11:58:31        7.183329        2.567410
MDMin:   38 11:58:31        6.958196        2.571687
MDMin:   39 11:58:31        6.743908        2.575763
MDMin:   40 11:58:31        6.539582        2.578983
MDMin:   41 11:58:31        6.344414        2.580500
MDMin:   42 11:58:31        6.157649        2.579691
MDMin:   43 11:58:31        5.978589        2.575043
MDMin:   44 11:58:31        5.806518        2.567533
MDMin:   45 11:58:31        5.640865        2.558593
MDMin:   46 11:58:31        5.481204        2.548811
MDMin:   47 11:58:31        5.327186        2.538651
MDMin:   48 11:58:31        5.178523        2.527792
MDMin:   49 11:58:31        5.034936        2.514764
MDMin:   50 11:58:31        4.896092        2.502058
